Valentina Casarino	2017	2
Valentina Casarino	2019	1
Matt Fickus	2005	1
Matt Fickus	2010	1
Kevin Brewster	2012	1
Kevin Brewster	2015	1
H. Gunawan	2016	1
Niloufar Seddighi	2017	2
José M. Conde-Alonso	2014	1
Michele Villa	2019	1
Mehdi Rashidi-Kouchi	2017	1
Ashisha Kumar	2012	1
H. De Bie	2010	1
H. De Bie	2014	1
Vladimir Angulo-Castillo	2017	2
R. K. Beatson	2016	1
Olga Bershtein	2011	1
Fan Wang	2019	1
Andrea Bruder	2012	1
Antonio J. Durán	2016	1
Anastasia Thoens-Zueva	2017	1
Jiqiang Zheng	2015	1
Jiqiang Zheng	2019	1
Giovanni Di Fratta	2017	1
Nouf Harthi	2016	1
German Escobar	2014	1
Yutae Choi	2015	1
Yevgen Kolisnyk	2011	1
Jakob Lemvig	2010	2
Jakob Lemvig	2011	2
Jakob Lemvig	2012	3
Jakob Lemvig	2014	2
Jakob Lemvig	2015	3
Jakob Lemvig	2016	2
Jakob Lemvig	2017	2
Jakob Lemvig	2019	1
Zhihua Du	2008	2
Isaac Z. Pesenson	2010	1
Pedro Ortega Salvador	2019	1
Ben Green	2003	1
Alan Chang	2017	1
Jiachuan He	2017	1
Alex Iosevich	1999	1
Alex Iosevich	2003	1
Alex Iosevich	2007	1
Alex Iosevich	2010	1
Alex Iosevich	2011	4
Alex Iosevich	2012	1
Alex Iosevich	2013	1
Alex Iosevich	2014	2
Alex Iosevich	2015	1
Alex Iosevich	2016	2
Alex Iosevich	2017	2
Alex Iosevich	2018	3
Alex Iosevich	2019	1
D. E. Barrett	2017	1
Nicolas Saintier	2014	1
Alexey Glazyrin	2019	2
Freddy Delbaen	2018	1
P. Auscher	2002	1
P. Auscher	2007	1
Oleg Tischenko	2006	1
Oleg Tischenko	2007	1
Oleg Tischenko	2008	1
Christoph Thiele	1999	1
Christoph Thiele	2001	6
Christoph Thiele	2002	2
Christoph Thiele	2003	2
Christoph Thiele	2004	3
Christoph Thiele	2005	1
Christoph Thiele	2006	1
Christoph Thiele	2007	1
Christoph Thiele	2008	1
Christoph Thiele	2009	3
Christoph Thiele	2010	3
Christoph Thiele	2011	1
Christoph Thiele	2013	2
Christoph Thiele	2014	1
Christoph Thiele	2015	4
Christoph Thiele	2016	3
Christoph Thiele	2017	2
Christoph Thiele	2018	1
Christoph Thiele	2019	1
Tang Lin	2010	1
Raybel García-Ancona	2019	1
Viktor V. Savchuk	2012	1
M. Bramanti	2008	1
Nick Lindemulder	2015	1
Nick Lindemulder	2017	2
Nick Lindemulder	2018	1
Emma Hovhannisyan	2018	1
Tuomas Hytönen	2008	3
Tuomas Hytönen	2009	2
Tuomas Hytönen	2010	5
Tuomas Hytönen	2011	2
Tuomas Hytönen	2012	1
Tuomas Hytönen	2013	1
Tuomas Hytönen	2014	1
Tuomas Hytönen	2015	2
Tuomas Hytönen	2016	1
Tuomas Hytönen	2017	2
Tuomas Hytönen	2019	1
Alexei Karlovich	2017	1
David Covert	2014	1
David Covert	2015	1
Aicke Hinrichs	2003	1
Aicke Hinrichs	2016	1
S. A. Chumachenko	2017	1
Alexander S. Mishchenko	2009	1
Weixiao Shen	2019	1
Yabebal Fantaye	2019	2
Ronald R. Coifman	2017	1
Gregory Debruyne	2016	1
Davide Barbieri	2014	1
G. Tutberidze	2018	1
Shahaf Nitzan-Hahamov	2008	1
Georges Comte	2016	1
Francesca Da Lio	2018	1
Paul Potgieter	2010	1
Paul Potgieter	2013	1
Paul Potgieter	2016	2
Vladimir V. Kisil	2001	1
Vladimir V. Kisil	2002	1
Vladimir V. Kisil	2010	1
Vladimir V. Kisil	2011	1
Vladimir V. Kisil	2012	1
Xing Fu	2013	1
Xing Fu	2014	1
Xing Fu	2015	2
Mitra Shamsabadi	2017	1
Myriam Ounaïes	2003	1
Myriam Ounaïes	2008	1
Dian K. Palagachev	2004	1
Dian K. Palagachev	2013	1
Luong Dang Ky	2012	3
Luong Dang Ky	2013	1
Luong Dang Ky	2014	4
Luong Dang Ky	2015	5
Luong Dang Ky	2017	2
Xiaochun Li	2003	1
Xiaochun Li	2005	1
Xiaochun Li	2007	2
Xiaochun Li	2008	1
Xiaochun Li	2016	1
Xiaochun Li	2017	1
Yu. V. Kryakin	2008	2
Yu. V. Kryakin	2017	1
Wang-Q Lim	2010	2
Wang-Q Lim	2011	2
Wang-Q Lim	2014	1
Rafał Latała	2013	1
Rafał Latała	2018	1
Alexander Rashkovskii	2008	1
Brian Tobin	2019	1
Alvaro Corvalan	2007	1
Alexey Mashtakov	2018	1
Anca-Voichita Matioc	2017	1
D. Geller	2009	1
Rudolf Gorenflo	2007	1
Nicola Arcozzi	2002	1
Nicola Arcozzi	2018	3
Nicola Arcozzi	2019	1
Betsy Stovall	2009	1
Betsy Stovall	2011	1
Betsy Stovall	2018	1
Almaz Butaev	2018	1
Pablo Quijano	2018	1
Matthew Bond	2008	1
Matthew Bond	2009	1
Roger Temam	2013	1
E. Emsiz	2012	1
E. Emsiz	2019	1
Nikita Sidorov	2002	1
Nikita Sidorov	2009	1
Lechao Xiao	2013	1
Lechao Xiao	2014	1
Lechao Xiao	2016	2
Maria V Perel	2007	1
Victoria Cuff	2014	1
Guang-Qing Bi	2018	1
F. Jarad	2018	1
Andrew Raich	2007	1
Andrew Raich	2010	1
Gabriele Steidl	2014	1
Gabriele Steidl	2018	1
Fatemeh Ghobadzadeh	2018	1
Eleftherios Nikolidakis	2013	1
Martin Schäfer	2015	2
Martin Schäfer	2016	2
Roberto Scotto	2006	1
Roberto Scotto	2018	1
K. S. Kazarian	2013	1
K. S. Kazarian	2016	1
K. S. Kazarian	2019	2
A. Abdollahi	2011	1
A. Bailey	2009	1
M. C. Vilela	2006	1
Matteo Santacesaria	2017	1
Matteo Santacesaria	2018	1
Bartosz Langowski	2012	1
Bartosz Langowski	2013	1
Bartosz Langowski	2014	1
Bartosz Langowski	2015	2
Yuri I. Lyubich	2007	1
Nira Dyn	2009	1
Nira Dyn	2017	1
Ritva Hurri-Syrjänen	2013	1
Ritva Hurri-Syrjänen	2014	1
Ritva Hurri-Syrjänen	2015	1
Pablo Bolcatto	2018	1
Noelia B. Rios	2016	1
Noelia B. Rios	2018	1
Athanasios G. Georgiadis	2018	1
Christopher M. Brislawn	2013	4
Christopher M. Brislawn	2019	1
Nelson Faustino	2018	2
Mark J. Nigrini	2006	1
Kevin Esmeral	2013	2
Kevin Esmeral	2014	1
José L. Torrea	2005	1
José L. Torrea	2017	1
José L. Torrea	2019	2
Michael Levitin	2008	1
Cestmir Burdik	2003	1
Bradley Swartz	2017	1
V. Kokilashvili	2008	2
Brian Simanek	2017	1
Eli Moore	2017	1
Bruce Anderson	2007	1
Seungly Oh	2013	1
Robert M. Kesler	2016	4
Jorge Betancor	2006	1
Enrico Priola	2012	1
Agustín Mailing	2019	1
Anders Israelsson	2018	1
Logan Stokols	2014	1
Marco Vitturi	2017	2
Marco Vitturi	2018	2
A. Brudnyi	2004	1
Wayne Smith	2016	1
Will Sawin	2017	1
Al-Tarazi Assaubay	2018	1
Christian Huck	2011	1
Christian Huck	2014	1
Christian Huck	2015	2
Javad Rastegari	2015	1
Javad Rastegari	2016	1
Chen-Bo Zhu	2010	1
Alexander Marynych	2016	1
A. G. Garcia	2008	1
A. G. Garcia	2016	1
L. Noselli	2009	1
Tengiz Kopaliani	2013	3
Tengiz Kopaliani	2014	2
Tengiz Kopaliani	2017	1
Guang Lan Wang	2012	1
S. M. Ghaderi	2010	1
Matthias Birkner	2015	1
Samuel Zbarsky	2018	1
Eugenio Hernández	2009	1
Eugenio Hernández	2014	2
Jan Glaubitz	2016	1
"ya"", "	2004	2
"ya"", "	2007	1
Yuxin Xin	2019	1
Ilham A. Aliev	2007	1
P. Mohanty	2002	2
Guohui Song	2012	1
D. Edidin	2005	1
Sylvester Eriksson-Bique	2016	1
Maarten V. de Hoop	2013	1
Maarten V. de Hoop	2017	1
Guido L. Weiss	2015	1
Martí Prats	2018	1
Romanos-Diogenes Malikiosis	2013	1
Romanos-Diogenes Malikiosis	2016	1
Richard Kowar	2009	1
Richard Kowar	2010	1
Ryszard Szwarc	2005	1
Th. Schlumprecht	2009	2
Th. Schlumprecht	2012	1
Der-Chen Chang	2006	1
Der-Chen Chang	2009	1
Der-Chen Chang	2013	1
Der-Chen Chang	2014	1
Der-Chen Chang	2016	1
Diego E. Dominici	2009	1
Erik J. Bekkers	2018	1
Miguel Pinar	2016	1
Serhii Favorov	2018	1
H. S. Jung	2017	1
J. C. Fariña	2010	1
J. C. Fariña	2013	1
Federico Cacciafesta	2015	1
Peng Xu	2018	1
Ole Christensen	1998	1
Ole Christensen	1999	1
Ole Christensen	2008	1
Ole Christensen	2013	2
Ole Christensen	2014	3
Ole Christensen	2015	2
Ole Christensen	2016	4
Ole Christensen	2017	5
Ole Christensen	2018	2
D. A. Grafov	2017	1
Emmanuel Russ	2006	1
Emmanuel Russ	2008	1
Emmanuel Russ	2010	1
Mehriban Omarova	2015	1
B. M. Quine	2016	1
Ferenc Oravecz	2006	1
Lubomira Softova	2015	1
Christophe Garban	2008	1
Uwe Grimm	2008	3
Uwe Grimm	2009	1
Uwe Grimm	2010	1
Uwe Grimm	2011	1
Uwe Grimm	2012	2
Uwe Grimm	2013	2
Uwe Grimm	2015	1
Uwe Grimm	2016	2
Uwe Grimm	2017	2
Uwe Grimm	2019	2
Sergey V. Astashkin	2019	1
M. Idris	2016	1
Alexander Ulanovskii	2003	1
Alexander Ulanovskii	2011	1
Alexander Ulanovskii	2013	1
Alexander Ulanovskii	2015	2
Alexander Ulanovskii	2016	1
J. Patera	2008	1
J. Patera	2009	1
Martín Mansilla	2019	1
Marzieh Hasannasab	2016	1
Marzieh Hasannasab	2017	3
Marzieh Hasannasab	2018	2
William Beckner	2006	2
William Beckner	2007	1
William Beckner	2009	1
William Beckner	2010	1
William Beckner	2013	1
G. Akishev	2016	1
Ming-Yi Lee	2013	1
Ming-Yi Lee	2016	1
Ming-Yi Lee	2017	1
Sivananthan Sampath	2019	1
D. Picard	2008	1
D. Picard	2018	1
Colin C. Graham	2006	1
Colin C. Graham	2019	1
" c"", "	2018	1
Benar F. Svaiter	2013	1
Michael J. Puls	2019	1
Mahdi Azhini	2019	1
Muhammad Asad Zaighum	2014	1
L. B. Pierce	2015	1
Zhitian Chen	2019	1
Stefan Ingi Valdimarsson	2012	1
Laura Wisewell	2005	1
Salvino Ciccariello	2006	1
T. Constantinescu	2000	1
Yuri Tomilov	2002	1
F. Bastin	2014	1
Yehyun Kwon	2015	1
Yehyun Kwon	2018	1
Felix Schwenninger	2015	1
Teresa Luque	2013	1
Xingmin Li	2012	1
Martin Greiner	2000	1
Jing Zhang	2016	2
D. Stan	2010	1
M. Mahmoudieh	2018	1
Zheng Ma	2019	2
Todd Kemp	2012	1
Todd Kemp	2014	1
Xiao Xiao Hu	2016	1
S. Dekel	2014	2
G. Ólafsson	2007	1
G. Ólafsson	2009	1
Natalie P. Frank	2017	1
Charlene Kalle	2012	1
Charlene Kalle	2017	1
Daniel J. Miller	2012	1
Daniel J. Miller	2013	1
Daniel J. Miller	2016	1
M. Christ	2001	1
Ievgen Turchyn	2019	1
Katusi Fukuyama	2014	2
Animesh Bhandari	2017	1
Animesh Bhandari	2018	2
Animesh Bhandari	2019	2
Naoya Miyazaki	2019	1
Robert Nasdala	2018	1
A. Carbonaro	2008	1
A. Carbonaro	2009	1
Abdeslam Touri	2019	1
L. Slavin	2007	1
Vilmos Totik	2014	1
Alexander Iosevich	2006	1
Hyeonbae Kang	2018	1
H. Michael Möller	2016	1
H. Michael Möller	2017	1
Martin Ehler	2010	3
Martin Ehler	2011	2
Martin Ehler	2013	1
Martin Ehler	2018	1
Martin Ehler	2019	1
Nick Gravin	2011	1
Lucas Vallejos	2019	1
Michael Th. Rassias	2017	1
Mathias Ionescu-Tira	2019	1
A. Shadrin	2006	1
Martin Costabel	2010	1
Borislav R. Draganov	2019	1
Aljoscha Niemann	2019	1
Diego Dominici	2005	1
Loris Faina	2016	1
Gonzalo H. Ibañez Firnkorn	2017	1
Stevan Pilipovic	2008	2
Stevan Pilipovic	2011	3
Stevan Pilipovic	2013	2
Stevan Pilipovic	2014	2
Stevan Pilipovic	2017	1
Stevan Pilipovic	2018	1
Shobha Madan	2001	1
Shobha Madan	2002	1
Shobha Madan	2009	1
Shobha Madan	2010	1
Shobha Madan	2016	1
Javier Soria	2000	1
Javier Soria	2003	1
Javier Soria	2004	1
Javier Soria	2010	1
Javier Soria	2016	1
Hans Georg Feichtinger	2016	1
Hans-Gerd Leopold	2012	1
L. Yu. Glebsky	2002	1
L. Yu. Glebsky	2003	2
Michael Kelly	2013	1
Michael Kelly	2014	2
Danqing He	2015	2
Danqing He	2019	1
Albert Cohen	2002	1
Albert Cohen	2016	1
Min Wu	2017	1
Vikash Pandey	2015	1
Bas Nieraeth	2017	2
Bas Nieraeth	2018	1
Zhengfang Zhou	2012	1
Thomas Trogdon	2014	1
Eva Curry	2010	2
Henning Kempka	2011	1
Henning Kempka	2012	1
Henning Kempka	2015	1
Henning Kempka	2016	1
Henning Kempka	2018	1
Henning Kempka	2019	1
Tian-Xiao He	2015	1
Pavel B. Zatitskiy	2013	1
Pavel B. Zatitskiy	2015	1
Olli Koskela	2019	1
Gilles Faÿ	2012	1
G. Hoepfner	2019	1
Gennadiy Averkov	2013	1
Bogdan Ćmiel	2018	1
Giacomo Gigante	2003	1
Giacomo Gigante	2006	1
Giacomo Gigante	2010	3
Giacomo Gigante	2017	1
Giacomo Gigante	2018	4
Jiyoung Han	2013	1
Ernie Croot	2019	1
Hyejin Kim	2015	1
L. -E. Persson	2018	1
Manfred Salmhofer	2006	1
Ana P. Peron	2012	1
Ana P. Peron	2015	1
Ana P. Peron	2019	1
Luis Sánchez-Lajusticia	2013	1
Farzad Sabzikar	2018	1
Winfried Sickel	2013	1
Winfried Sickel	2016	1
Winfried Sickel	2018	1
Monika Wolfmayr	2018	1
Haakan Hedenmalm	2007	1
Haakan Hedenmalm	2012	1
Bin Han	2009	2
Bin Han	2010	2
Bin Han	2013	3
Bin Han	2014	1
Bin Han	2017	2
Bin Han	2018	3
S. Tang	2014	1
Carlos Kenig	2012	1
Anders Lindquist	2015	2
Anders Lindquist	2017	1
Götz E. Pfander	2010	2
Götz E. Pfander	2011	1
Götz E. Pfander	2015	4
Götz E. Pfander	2016	1
Elizabeth K. Tuley	2012	1
H. G. Feichtinger	2015	1
Alexander Barg	2013	1
Habib Ammari	2018	1
Daniela De Canditiis	2013	1
Ildar Khalidov	2012	1
Chae Clark	2016	1
Thomas Sonar	2016	1
Liu Lanzhe	2003	1
Liu Lanzhe	2005	1
Houde Han	2006	1
L. Rodriguez-Mesa	2010	1
Alexander Tumanov	2014	1
Maria Jose Benac	2014	1
Maria Jose Benac	2015	2
Yves Raynaud	2013	1
Yves Raynaud	2014	1
Denes Petz	2012	1
K. A. Kopotun	2014	1
Jacob E. McLaney	2015	1
Jacob E. McLaney	2017	1
Łukasz Błaszczyk	2019	1
Anna Grybos	2006	1
O. Udodova	2007	1
Gleb Berdnikov	2015	1
L. Grafakos	1994	1
L. Grafakos	1997	1
Carolina A. Mosquera	2013	1
Carolina A. Mosquera	2015	1
Carolina A. Mosquera	2016	1
Zhenli Xu	2006	1
Roger Jones	2007	1
Qiyu Sun	2008	1
Qiyu Sun	2009	1
Qiyu Sun	2010	2
Qiyu Sun	2011	1
Qiyu Sun	2013	1
Qiyu Sun	2014	1
Qiyu Sun	2015	1
Qiyu Sun	2018	1
Rami Katz	2018	1
Jitendriya Swain	2015	1
Jitendriya Swain	2017	1
Fumio Hiai	2010	1
Fumio Hiai	2012	1
Eduard Navas	2016	1
James Wright	2008	1
James Wright	2009	1
James Wright	2016	1
James Wright	2018	4
Antonio Cervellino	2006	1
Alan Sola	2018	1
Alan Sola	2019	1
Felix Voigtlaender	2014	2
Felix Voigtlaender	2016	4
Felix Voigtlaender	2017	1
Felix Voigtlaender	2018	1
Felix Voigtlaender	2019	4
L. Oridoroga	2014	1
L. Oridoroga	2015	1
Jianquan Liao	2012	1
Sigrid Grepstad	2016	1
Federico Dalmao	2017	1
Sun-Sig Byun	2013	1
Yong Ding	2013	1
Yong Ding	2015	3
Yong Ding	2017	5
Yong Ding	2018	1
Feng Tian	2011	1
Feng Tian	2012	2
Feng Tian	2013	1
Feng Tian	2014	6
Feng Tian	2015	5
Feng Tian	2016	2
Feng Tian	2017	6
Feng Tian	2018	2
Feng Tian	2019	3
Harsh Mehta	2013	1
J. Prestin	2008	1
J. Prestin	2017	1
J. Prestin	2018	1
Sibei Yang	2011	4
Sibei Yang	2012	2
Sibei Yang	2013	2
Sibei Yang	2014	1
Sibei Yang	2016	1
Sibei Yang	2018	2
Sibei Yang	2019	1
Shuichi Sato	1998	1
Shuichi Sato	2007	1
Shuichi Sato	2008	1
Shuichi Sato	2010	1
Shuichi Sato	2011	1
Shuichi Sato	2016	1
Shuichi Sato	2017	1
Shuichi Sato	2019	1
Yebeni B. Kouagou	2018	2
Serap Öztop	2019	1
Bernhard Bodmann	2017	1
Bernhard Bodmann	2018	1
Ilona Iglewska-Nowak	2018	14
Allison Lewis	2014	1
Joe Kamimoto	2014	1
Larry Guth	2008	1
Larry Guth	2014	1
Larry Guth	2016	2
Larry Guth	2017	1
Larry Guth	2018	2
Bjoern Bringmann	2018	1
Theodoros Stavropoulos	2018	1
Laurent Clozel	2008	1
Renato Lucà	2015	1
Sergei Kalmykov	2014	1
Sergei Kalmykov	2019	1
Sébastien Tremblay	2011	1
David M. Bradley	2007	1
Joachim Toft	2007	1
Joachim Toft	2008	3
Joachim Toft	2010	1
Joachim Toft	2011	2
Joachim Toft	2013	1
Joachim Toft	2016	1
Joachim Toft	2017	1
Miriam J. Poteet	2011	2
Miriam J. Poteet	2014	1
V. I. Ivanov	2017	2
V. I. Ivanov	2018	1
V. I. Ivanov	2019	1
V. S. Barbosa	2015	1
V. S. Barbosa	2016	1
Benoît F. Sehba	2014	1
Benoît F. Sehba	2019	1
Jeremy Wade	2009	1
C. Le Merdy	1999	1
Tung Nguyen	2015	1
Wilhelm Kroschinsky	2019	1
Axel Ringh	2015	2
Axel Ringh	2017	1
Pedro G. Massey	2011	1
Pedro G. Massey	2014	1
Pedro G. Massey	2016	1
P. Yuditskii	2004	1
P. Yuditskii	2005	3
P. Yuditskii	2008	1
Matthew P. Young	2017	1
Lucas C. F. Ferreira	2013	1
Lucas C. F. Ferreira	2014	1
Lucas C. F. Ferreira	2017	3
Lucas C. F. Ferreira	2018	1
Junqiang Zhang	2013	1
Junqiang Zhang	2015	2
Junqiang Zhang	2016	1
Junqiang Zhang	2018	2
Junqiang Zhang	2019	1
S. Petermichl	2017	1
Leonid Slavin	2008	1
Leonid Slavin	2011	1
Leonid Slavin	2013	1
Leonid Slavin	2014	2
Leonid Slavin	2015	1
Leonid Slavin	2016	1
Leonid Slavin	2019	2
Leonardo Colzani	2010	2
Leonardo Colzani	2017	1
Leonardo Colzani	2018	3
Leonardo Colzani	2019	1
A. Maestripieri	2011	1
A. Maestripieri	2017	1
Ola Bratteli	1999	2
Ola Bratteli	2000	1
E. Priola	2008	1
Guoping Zhao	2016	1
Guoping Zhao	2018	1
Guoping Zhao	2019	2
Christopher Schwanke	2016	1
G. Gát	2013	2
Ljudevit Palle	2019	1
Hong Yue	2009	1
Hong Yue	2017	1
Tayeb Aissiou	2011	1
Jill Pipher	2003	1
Jill Pipher	2004	1
Jill Pipher	2009	1
Jill Pipher	2010	1
Jill Pipher	2012	2
Jill Pipher	2017	1
Jill Pipher	2018	1
Jill Pipher	2019	2
Yong Kum Cho	2007	1
Mathew Begué	2016	1
Alexander A. Logunov	2013	1
Henri Martikainen	2009	1
Henri Martikainen	2010	2
Henri Martikainen	2011	2
Henri Martikainen	2012	2
Henri Martikainen	2013	4
Henri Martikainen	2014	2
Henri Martikainen	2015	3
Henri Martikainen	2016	2
Henri Martikainen	2017	3
Henri Martikainen	2018	4
Henri Martikainen	2019	2
Changcun Huang	2018	1
Aleksander V. Krivoshein	2013	1
Jinjun Li	2017	1
Anamaria Savu	2005	1
Katrin Wannenwetsch	2015	1
P. Massey	2005	1
P. Massey	2006	1
P. Massey	2011	1
P. Massey	2012	1
P. Massey	2013	1
Wolfgang L. Wendland	2018	1
Wolfgang L. Wendland	2019	1
Chun-Yen Shen	2010	1
Chun-Yen Shen	2011	1
Chun-Yen Shen	2017	1
Chun-Yen Shen	2018	1
Edem Lagvilava	2010	1
Edem Lagvilava	2011	2
Diana Carbajal	2017	1
Ying Li	2017	1
Alberto Arenas	2017	1
Alberto Arenas	2018	2
Alberto Arenas	2019	3
Juha Lehrbäck	2013	1
Juha Lehrbäck	2017	2
Aristomenis G. Siskakis	2014	1
Yi Yang	2015	1
Vita Borovyk	2013	1
Lei Zhang	2016	1
Filippo De Mari	2011	1
Filippo De Mari	2012	1
Filippo De Mari	2014	2
Filippo De Mari	2015	1
Filippo De Mari	2016	1
Filippo De Mari	2018	1
Eduardo Chiumiento	2016	1
Tommaso Bruno	2016	1
Tommaso Bruno	2019	1
Brett D. Wick	2007	1
Brett D. Wick	2013	1
Brett D. Wick	2016	1
Brett D. Wick	2018	1
Brett D. Wick	2019	4
Pier Domenico Lamberti	2016	1
Pier Domenico Lamberti	2018	1
A. Sanabria	2014	1
Leslie Leben	2017	1
Laurent Desvillettes	2015	1
Yang Chen	2015	1
Elena A. Lebedeva	2012	1
Elena A. Lebedeva	2013	1
Elena A. Lebedeva	2014	3
Elena A. Lebedeva	2016	1
Anupam Gumber	2015	1
Anupam Gumber	2017	1
Guoquan Qin	2019	1
Mesuma K. Atakishiyeva	2008	1
Tristan Collins	2010	1
C. R. E. Raja	2002	1
Michael Papadimitrakis	2016	1
Federica Gregorio	2016	1
Carlo Bardaro	2016	1
Debasis Haldar	2019	2
Ehsan Anjidani	2017	1
Showkat Ahmad Dar	2018	1
Kasso A Okoudjou	2008	1
Farhad Babaee	2014	1
Cristina Blanco	2005	1
Volker Michel	2017	1
Andreas Axelsson	2007	1
Andreas Axelsson	2008	1
Andreas Axelsson	2009	1
Benedikt M. Poetscher	2007	1
Joyce Assaad	2012	1
K. Seip	2008	1
Sihem Mesnager	2019	1
Yimin Xiao	2008	1
Yimin Xiao	2016	1
Gladis Pradolini	2010	1
Gladis Pradolini	2019	2
Alexander Meskhi And Muhammad Sarwar	2010	1
Anatoly Klimyk	2009	1
Wolfgang Dahmen	2016	1
Javier C. Martínez-Perales	2019	1
I. Ostrovskii	2000	1
Jonathan Hickman	2016	1
Jonathan Hickman	2017	1
Jonathan Hickman	2018	3
Rodney Nillsen	2015	1
Rodney Nillsen	2016	1
António Paixão	2018	2
J. Barros-Neto	2001	1
Michael Taylor	2004	1
A. Gogatishvili	2015	1
Ágoston Róth	2013	1
Steven B. Damelin	2014	2
Steven B. Damelin	2017	1
D. Stojanoff	2005	1
D. Stojanoff	2012	1
Francesco Tschinke	2018	1
Keith Taylor	2006	1
Keith Taylor	2015	1
Alexander I. Nazarov	2019	1
Sigrid Heineken	2005	2
Sigrid Heineken	2013	1
Eugen Zimmermann	2017	1
Grigori Karagulyan	2015	1
Grigori Karagulyan	2016	1
Grigori Karagulyan	2018	1
W. F. Wreszinski	2010	1
Arno B. J. Kuijlaars	2018	1
Sivaram K. Narayan	2013	2
Sivaram K. Narayan	2014	2
Dmitri Finkelshtein	2012	2
Zhe Han	2018	1
Matthias Roels	2015	1
Dmitry Rutsky	2013	1
Stephan Ramon Garcia	2016	1
Kileen Berry	2014	1
Hung Pham Viet	2016	1
Caiheng Ouyang	2007	1
N. Kalton	2001	1
Michael C. Northington V.	2015	1
Mariusz Mirek	2013	1
Mariusz Mirek	2014	1
Mariusz Mirek	2018	3
Sorin G. Gal	2017	1
Yuan Zhou	2009	9
Yuan Zhou	2010	1
Yuan Zhou	2011	1
Yuan Zhou	2016	1
P. Ivanisvili	2014	1
P. Ivanisvili	2017	1
P. Ivanisvili	2018	1
I. Assani	2006	1
Sven Peter Näsholm	2015	1
A. Kushpel	2015	2
A. Kushpel	2018	1
F. J. Pérez Lázaro	2019	1
C. Malyshev	2006	1
Tomasz Z. Szarek	2011	1
Tomasz Z. Szarek	2012	1
Tomasz Z. Szarek	2013	1
Tomasz Z. Szarek	2016	2
Tomasz Z. Szarek	2017	1
Tomasz Z. Szarek	2018	1
Tomasz Z. Szarek	2019	1
Elizabeth Smietana	2007	1
V. J. Bolós	2010	1
Kathy D. Merrill	2007	1
Kathy D. Merrill	2008	1
Kathy D. Merrill	2009	1
Kathy D. Merrill	2010	1
Kathy D. Merrill	2013	1
Natalia Abuzyarova	2016	1
Izabela Petrykiewicz	2013	1
Izabela Petrykiewicz	2014	1
Izabela Petrykiewicz	2015	1
Josiah Park	2019	4
Eyvindur A. Palsson	2016	1
Eyvindur A. Palsson	2018	1
Eyvindur A. Palsson	2019	1
Alan Haynes	2017	1
Kersten Schmidt	2017	1
Kabe Moen	2009	1
Kabe Moen	2017	3
Kabe Moen	2019	1
Hidayat M. Huseynov	2009	1
Lucia Romani	2018	1
Carlos Pastor	2016	1
R. Fabec	2001	1
Francisco Martin-Reyes	2019	1
Huseyin Cakalli	2012	1
K. Keryan	2017	1
Gonzalo H. Ibañez-Firnkorn	2018	2
Gino Angelo M. Velasco	2006	1
Alexandre Kawano	2019	1
Steffen Winter	2010	1
Steffen Winter	2011	1
Steffen Winter	2015	1
L. P. Castro	2005	1
Steven J. Miller	2006	2
Steven J. Miller	2014	1
Steven J. Miller	2016	1
Stevan Pilipović	2008	1
Stevan Pilipović	2010	1
Stevan Pilipović	2012	1
Stevan Pilipović	2017	1
Stevan Pilipović	2019	2
Ruijuan Chen	2014	1
Ruijuan Chen	2019	1
Laura Prat	2004	1
Laura Prat	2014	1
Laura Prat	2015	1
Juan C. Pozo	2018	1
Martin Křepela	2019	1
Santiago Muro	2019	1
S. Treil	2014	2
S. Treil	2017	1
Jeffrey S. Geronimo	2013	1
Jeffrey S. Geronimo	2019	1
Jean-Philippe Lessard	2015	1
G. Kutyniok	2005	1
G. Kutyniok	2008	1
G. Kutyniok	2010	3
Scott Rodney	2018	1
M. Alfonseca	2007	1
Dustin Mixon	2010	1
Quoc-Hung Nguyen	2018	1
Robert P. Mendez	2017	1
Richard G. Lynch	2013	1
Richard G. Lynch	2014	1
Richard G. Lynch	2015	2
The Anh Bui	2010	1
The Anh Bui	2011	1
The Anh Bui	2012	4
The Anh Bui	2013	1
The Anh Bui	2015	1
Rza Mustafayev	2015	2
Rza Mustafayev	2018	1
Rza Mustafayev	2019	1
Omer Friedland	2011	1
Aleix Ruiz de Villa	2008	1
Naoya Hatano	2019	2
J. J. Betancor	2005	1
J. J. Betancor	2010	2
J. J. Betancor	2011	1
J. J. Betancor	2013	2
J. J. Betancor	2014	1
Gestur Olafsson	2003	2
Gestur Olafsson	2005	1
Gestur Olafsson	2007	2
Virender	2019	1
Manuel Gadella	2015	1
Manuel Gadella	2018	1
K. Jotsaroop	2018	1
David Blázquez-Sanz	2016	1
Rebecca F. Durst	2016	1
Toshihiro Nose	2014	1
Olli Tapiola	2013	1
Olli Tapiola	2014	1
Robert	2018	1
I. A. Ikromov	2003	1
Jonathan Bennett	2005	1
Jonathan Bennett	2008	1
Jonathan Bennett	2009	1
Jonathan Bennett	2011	1
Jonathan Bennett	2013	1
Mark A. Wieczorek	2004	1
Man Kam Kwong	2015	2
Man Kam Kwong	2016	1
S. Samko	2008	2
Ilya Krishtal	2014	1
João P. G. Ramos	2019	1
Mariano A. del Olmo	2014	1
Mariano A. del Olmo	2015	1
Mariano A. del Olmo	2018	1
Nele De Schepper	2012	1
Nele De Schepper	2013	1
