2016	['Michael Speckbacher', 'Dominik Bayer', 'Stephan Dahlke', 'Peter Balazs']	38
2016	['Mark Magsino']	26
2007	['Gitta Kutyniok', 'Tomas Sauer']	35
2007	['Xiaofei Zhang', 'David R. Larson']	21
2013	['Carlos Cabrelli', 'Carolina A. Mosquera', 'Victoria Paternostro']	13
2015	['Michael Speckbacher', 'Peter Balazs']	21
2016	['Giovanni S. Alberti', 'Stephan Dahlke', 'Filippo De Mari', 'Ernesto De Vito', 'Hartmut Führ']	28
2016	['Matthew Hirn', 'Stéphane Mallat', 'Nicolas Poilvert']	36
2016	['Christian Lessig', 'Philipp Petersen', 'Martin Schäfer']	26
2017	['Jakob Lemvig', 'Jordy Timo van Velthoven']	28
2017	['Bin Han', 'Tao Li', 'Xiaosheng Zhuang']	8
2017	['Ole Christensen', 'Say Song Goh']	16
2017	['Owais Ahmad', 'F. A. Shah']	13
2018	['Owais Ahmad', 'F. A. Shah']	21
2018	['Christian Lessig']	25
2018	['Elnaz Osgooei', 'Asghar Rahimi']	10
2018	['A. Ganiou D. Atindehou', 'Yebeni B. Kouagou', 'Kasso A. Okoudjou']	30
2018	['Maria Charina', 'Costanza Conti', 'Lucia Romani', 'Joachim Stöckler', 'Alberto Viscardi']	21
2018	['Peter Oswald']	27
2018	['Christian Lessig']	68
2019	['Youngmi Hur', 'Zachary Lubberts', 'Kasso A. Okoudjou']	31
2019	['Hartmut Führ', 'Jordy Timo van Velthoven']	30
2019	['Palle E. T. Jorgensen', 'Sooran Kang', 'Myung-Sin Song', 'Feng Tian']	38
2019	['Ming Li', 'Philip Broadbridge', 'Andriy Olenko', 'Yu Guang Wang']	29
2019	['Karlheinz Gröchenig', 'José Luis Romero', 'David Rottensteiner', 'Jordy Timo van Velthoven']	25
2019	['Ben Adcock', 'Vegard Antun', 'Anders C. Hansen']	32
2019	['Laura Thesing', 'Anders Christian Hansen']	23
2004	['Massimo Fornasier']	24
2016	['Elena Cordero', 'Maurice de Gosson', 'Fabio Nicola']	23
2013	['John Paul Ward', 'Michael Unser']	27
2007	['Tuomas Hytonen', 'Jan van Neerven', 'Pierre Portal']	28
2008	['Natasha Samko']	24
2011	['Tuomas Hytönen', 'Andreas Rosén']	15
2015	['Feng Dai', 'Amiran Gogatishvili', 'Dachun Yang', 'Wen Yuan']	21
2014	['Paul A. Hagelstein', 'Ioannis Parissis']	19
2013	['Xing Fu', 'Dachun Yang', 'Wen Yuan']	42
2013	['Liguang Liu', 'Dachun Yang', 'Wen Yuan']	60
2014	['Tengiz Kopaliani', 'Shalva Zviadadze']	6
2015	['Paul A. Hagelstein', 'Ioannis Parissis']	8
2015	['Dachun Yang', 'Ciqiang Zhuo', 'Wen Yuan']	57
2015	['Amiran Gogatishvili', 'Rza Mustafayev', 'Müjdat Ağcayazı']	21
2016	['Hua Wang']	35
2016	['Dachun Yang', 'Sibei Yang']	28
2015	['Henning Kempka', 'Martin Schäfer', 'Tino Ullrich']	50
2016	['Ioannis Parissis', 'Ezequiel Rela']	25
2017	['Hitoshi Tanaka', 'Kozo Yabuta']	11
2017	['Hua Wang']	35
2018	['Sibei Yang', 'Dachun Yang', 'Wen Yuan']	22
2018	['Guangheng Xie', 'Dachun Yang']	28
2018	['David Cruz-Uribe', 'Oscar Mauricio Guzman']	40
2019	['Qing Hong', 'Guorong Hu']	30
2019	['Rza Mustafayev', 'Nevin Bilgiçli']	26
2019	['Jian Tan']	26
2006	['X. Duong', 'L. Yan', 'J. Xiao']	27
2010	['Xuan Thinh Duong', 'Adam Sikora', 'Lixin Yan']	25
2011	['Sergei Treil']	23
2012	['Yongsheng Han', 'Ji Li', 'Chin-Cheng Lin']	83
2016	['Paata Ivanisvili', 'Benjamin Jaye', 'Fedor Nazarov']	12
2016	['Xuan Thinh Duong', 'Ji Li', 'Suzhen Mao', 'Huoxiong Wu', 'Dongyong Yang']	31
2016	['Wayne Smith', 'Dmitriy M. Stolyarov', 'Alexander Volberg']	16
2014	['C. Thiele', 'S. Treil', 'A. Volberg']	26
2015	['Paata Ivanisvili', 'Alexander Volberg']	21
2011	['David Cruz-Uribe', 'Alexander Reznikov', 'Alexander Volberg']	19
2013	['G. Mauceri', 'S. Meda', 'M. Vallarino']	31
2015	['Paata Ivanisvili', 'Alexander Volberg']	30
2015	['Haibo Lin', 'Suqing Wu', 'Dachun Yang']	34
2016	['Huoxiong Wu', 'Dongyong Yang', 'Jing Zhang']	20
2017	['Fedor Nazarov', 'Stefanie Petermichl', 'Sergei Treil', 'Alexander Volberg']	23
2017	['Yongshen Han', 'Ming-Yi Lee', 'Chin-Cheng Lin']	30
2017	['Paata Ivanisvili', 'Sergei Treil']	18
2017	['Paata Ivanisvili', 'Alexander Volberg']	20
2017	['Hua Wang']	36
2018	['Xian Ming Hou', 'Qingyan Wu', 'Zunwei Fu', 'Shanzhen Lu']	25
2018	['P. Ivanisvili', 'P. Mozolyako', 'A. Volberg']	18
2018	['I. Holmes', 'A. Volberg']	24
2018	['Nicola Arcozzi', 'Irina Holmes', 'Pavel Mozolyako', 'Alexander Volberg']	26
2018	['Junqiang Zhang', 'Zongguang Liu']	22
2019	['Irina Holmes', 'Georgios Psaromiligkos', 'Alexander Volberg']	17
2019	['Nicola Arcozzi', 'Pavel Mozolyako', 'Georgios Psaromiligkos', 'Alexander Volberg', 'Pavel Zorin-Kranich']	24
2009	['Renjin Jiang', 'Dachun Yang']	32
2009	['Renjin Jiang', 'Dachun Yang']	55
2009	['Renjin Jiang', 'Dachun Yang']	25
2013	['Fedor Nazarov', 'Alexander Reznikov', 'Alexander Volberg']	19
2017	['Jun Cao', 'Liguang Liu', 'Dachun Yang', 'Wen Yuan']	20
2018	['Long Huang', 'Jun Liu', 'Dachun Yang', 'Wen Yuan']	15
1999	['Peter G. Casazza', 'Ole Christensen', 'A. J. E. M. Janssen']	58
2016	['Jan Rozendaal', 'Mark Veraar']	31
2009	['Haibo Lin', 'Eiichi Nakai', 'Dachun Yang']	30
2005	['Pascal Auscher']	105
2006	['Pascal Auscher', 'José Maria Martell']	43
2006	['Pascal Auscher', 'José Maria Martell']	38
2007	['Joan Mateu', 'Joan Orobitg', 'Joan Verdera']	54
2008	['Nadine Badr', 'Emmanuel Russ']	55
2008	['Tuomas Hytönen']	44
2008	['Pascal Auscher', 'José Maria Martell']	4
2010	['Michael Greenblatt']	37
2010	['Loukas Grafakos', 'Liguang Liu', 'Carlos Perez', 'Rodolfo H. Torres']	31
2010	['Daewon Chung', 'Cristina Pereyra', 'Carlos Perez']	16
2010	['Carlos Perez', 'Gladis Pradolini', 'Rodolfo Torres', 'Rodrigo Trujillo-Gonzalez']	38
2010	['Tuomas P. Hytönen']	28
2010	['Tuomas Hytönen', 'Suile Liu', 'Dachun Yang', 'Dongyong Yang']	32
2010	['Elias M. Stein', 'Brian Street']	18
2011	['Elias M. Stein', 'Brian Street']	22
2012	['Tuomas P. Hytönen', 'Antti V. Vähäkangas']	58
2012	['Guixiang Hong', 'Luis Daniel López-Sánchez', 'José María Martell', 'Javier Parcet']	31
2012	['The Anh Bui', 'Xuan Thinh Duong']	26
2012	['Steve Hofmann', 'Carlos Kenig', 'Svitlana Mayboroda', 'Jill Pipher']	45
2012	['Fedor Nazarov', 'Alexander Reznikov', 'Sergei Treil', 'Alexander Volberg']	12
2013	['Tuomas P. Hytönen']	45
2015	['Yong Ding', 'Guixiang Hong', 'Honghai Liu']	32
2009	['Joan Mateu', 'Joan Orobitg', 'Carlos Perez', 'Joan Verdera']	56
2015	['Francesco Di Plinio', 'Yumeng Ou']	32
2012	['Steve Hofmann', 'José María Martell', 'Svitlana Mayboroda']	27
2012	['Joan Verdera']	22
2013	['Suile Liu', 'Yan Meng', 'Dachun Yang']	22
2013	['María Silvina Riveros', 'Raúl Emilio Vidal']	21
2014	['Anna Bosch-Camós', 'Joan Mateu', 'Joan Orobitg']	14
2015	['Tuomas Hytönen', 'Carlos Pérez']	21
2015	['Emil Vuorinen']	31
2016	['Amalia Culiuc', 'Francesco Di Plinio', 'Yumeng Ou']	25
2016	['Amalia Culiuc', 'Francesco Di Plinio', 'Yumeng Ou']	15
2016	['Shaoming Guo', 'Jonathan Hickman', 'Victor Lie', 'Joris Roos']	38
2017	['Andrea L. Gallo', 'Gonzalo H. Ibañez Firnkorn', 'María Silvina Riveros']	20
2010	['David Cruz-Uribe', 'Jose Maria Martell', 'Carlos Perez']	33
2011	['The Anh Bui', 'Xuan Thinh Duong']	34
2015	['L. B. Pierce', 'Po-Lam Yung']	76
2016	['Shaoming Guo', 'Lillian B. Pierce', 'Joris Roos', 'Po-Lam Yung']	27
2017	['Dorothee Frey', 'Bas Nieraeth']	29
2017	['Steve Hofmann', 'Phi Le', 'Andrew J. Morris']	48
2017	['Stephan Fackler', 'Tuomas P. Hytönen']	15
2017	['Xudong Lai']	33
2018	['Grigori A. Karagulyan', 'Michael T. Lacey']	12
2018	['Gonzalo H. Ibañez-Firnkorn', 'María Silvina Riveros', 'Raúl E. Vidal']	10
2018	['Gonzalo H. Ibañez-Firnkorn', 'María Silvina Riveros']	21
2018	['Guoen Hu']	17
2018	['Francesco Di Plinio', 'Ioannis Parissis']	32
2018	['Bas Nieraeth']	44
2019	['Pavel Zorin-Kranich']	127
2019	['Fabio Berra', 'Marilina Carena', 'Gladis Pradolini']	18
2019	['Steve Hofmann', 'José María Martell', 'Svitlana Mayboroda']	50
2019	['Philip T. Gressman', 'Shaoming Guo', 'Lillian B. Pierce', 'Joris Roos', 'Po-Lam Yung']	16
2019	['Emiel Lorist']	35
2019	['Terence Tao']	69
2003	['Yong-Cheol Kim']	11
2009	['A. Carbonaro', 'G. Mauceri', 'S. Meda']	19
2014	['Wei Dai', 'Guozhen Lu']	37
2016	['Robert M. Kesler']	38
2016	['Robert M. Kesler']	61
2019	['Bassam Shayya']	30
2014	['Martin Genzel', 'Gitta Kutyniok']	38
2013	['Bin Han', 'Xiaosheng Zhuang']	28
2014	['Hartmut Führ', 'Reihaneh Raisi Tousi']	30
2014	['Bin Han', 'Zhepeng Zhao', 'Xiaosheng Zhuang']	34
2014	['Jonathan Fell', 'Hartmut Führ', 'Felix Voigtlaender']	47
2016	['Hans Georg Feichtinger', 'Felix Voigtlaender']	30
2016	['Karlheinz Gröchenig', 'José Luis Romero', 'Joachim Stöckler']	25
2017	['Kasso A. Okoudjou']	26
2017	['Anupam Gumber', 'Niraj K. Shukla']	28
2017	['Helmut Bölcskei', 'Philipp Grohs', 'Gitta Kutyniok', 'Philipp Petersen']	36
2017	['Ole Christensen', 'Hong Oh Kim', 'Rae Young Kim']	21
2018	['Chenzhe Diao', 'Bin Han']	25
2018	['Chenzhe Diao', 'Bin Han']	35
2018	['Luis Daniel Abreu', 'Michael Speckbacher']	28
2018	['Bin Han']	22
2011	['Yiyu Liang', 'Yoshihiro Sawano', 'Tino Ullrich', 'Dachun Yang', 'Wen Yuan']	42
2009	['Thomas Hangelbroek', 'Amos Ron']	16
2009	['Dorin Ervin Dutkay', 'Palle E. T. Jorgensen', 'Deguang Han']	14
2014	['Stefan Dahlke', 'Filippo De Mari', 'Ernesto De Vito', 'Sören Häuser', 'Gabriele Steidl', 'Gerd Teschke']	33
2008	['Daryl Geller', 'Azita Mayeli']	34
2014	['Paul A. Hagelstein', 'Ioannis Parissis']	20
2013	['Paul A. Hagelstein', 'Teresa Luque', 'Ioannis Parissis']	35
2013	['Yufeng Lu', 'Dachun Yang', 'Wen Yuan']	30
2013	['Yiyu Liang', 'Eiichi Nakai', 'Dachun Yang', 'Junqiang Zhang']	47
2016	['Paul A. Hagelstein', 'Ioannis Parissis', 'Olli Saari']	11
2016	['Der-Chen Chang', 'Jun Liu', 'Dachun Yang', 'Wen Yuan']	28
2017	['Timo S. Hänninen', 'Igor E. Verbitsky']	25
2018	['Sibei Yang', 'Dachun Yang']	52
2018	['Guangheng Xie', 'Ferenc Weisz', 'Dachun Yang', 'Yong Jiao']	58
2010	['The Anh Bui', 'Xuan Thinh Duong']	37
2012	['Dachun Yang', 'Sibei Yang']	72
2013	['Michael T. Lacey', 'Brett D. Wick']	39
2010	['Tuomas Hytönen', 'Carlos Pérez', 'Sergei Treil', 'Alexander Volberg']	38
2012	['Luong Dang Ky']	43
2016	['Michel L. Lapidus', 'Goran Radunović', 'Darko Žubrinić']	53
2018	['Paata Ivanisvili', 'Dong Li', 'Ramon van Handel', 'Alexander Volberg']	24
2011	['Elias M. Stein', 'Brian Street']	41
2016	['Wenjuan Li']	77
2015	['Brian Street']	94
2017	['Francesco Di Plinio', 'Tuomas P. Hytönen', 'Kangwei Li']	24
2017	['Michael Greenblatt']	44
2018	['Tuomas P. Hytönen']	35
2019	['Francesco Di Plinio', 'Ioannis Parissis']	38
2019	['Zhang Chao', 'Tao Ma', 'José L. Torrea']	22
2015	['K. S. Senthil Raani']	74
2018	['Michael Goldberg', 'Dmitriy Stolyarov']	52
2006	['Bilal Chanane']	10
2013	['H. Günzler']	18
2012	['Wlodzimierz Lenski', 'Bogdan Szal']	15
2012	['Wlodzimierz Lenski', 'Bogdan Szal']	16
2013	['Ushangi Goginava', 'Larry Gogoladze']	9
2017	['Sebnem Yildiz']	10
2019	['Wlodzimierz Lenski', 'Bogdan Szal']	7
2019	['Wlodzimierz Lenski', 'Bogdan Szal']	16
2000	['D. Alpay', 'T. Constantinescu', 'A. Dijksma', 'J. Rovnyak']	28
2015	['Bernd Fritzsche', 'Bernd Kirstein', 'Conrad Mädler']	24
2014	['Jean Bourgain', 'Ciprian Demeter']	18
2015	['Grigori Karagulyan']	23
2018	['Grigori Karagulyan', 'Hasmik Mkoyan']	16
2014	['Russell Lyons']	26
2009	['Nir Lev', 'Alexander Olevskii']	22
2017	['Anton Baranov', 'Yurii Belov', 'Alexander Borichev']	7
2010	['Gitta Kutyniok', 'Jakob Lemvig', 'Wang-Q Lim']	24
2013	['Bin Han', 'Zhenpeng Zhao']	20
2007	['Daryl Geller', 'Azita Mayeli']	60
2014	['Paul A. Hagelstein', 'Ioannis Parissis']	19
2018	['Timo S. Hänninen', 'Igor E. Verbitsky']	19
2017	['Bo Ling', 'Yongping Liu']	10
2016	['Michel L. Lapidus', 'Goran Radunović', 'Darko Žubrinić']	90
2003	['Xavier Massaneda', 'Joaquim Ortega-Cerdà', 'Myriam Ounaïes']	14
2005	['Gelu Popescu']	28
2014	['Philip Feinsilver', 'René Schott']	19
2014	['Rajendra Bhatia', 'Tanvi Jain']	9
2015	['Michael Christ']	12
2018	['Iosif Pinelis']	3
1999	['N. J. Kalton', 'C. Le Merdy']	9
2007	['I. M. Krichever', 'D. H. Phong']	14
2014	['Timo S. Hänninen']	32
2016	['Li Chen', 'José María Martell', 'Cruz Prisuelos-Arribas']	40
2017	['Guy R. David', 'Joseph Feneuil', 'Svitlana Mayboroda']	122
2016	['Na Zhang']	7
2000	['Michael Cowling', 'Terence Tao']	3
2007	['Oscar Blasco', 'Francisco Villarroya']	17
2011	['Béchir Amri', 'Mohamed Sifi']	12
2006	['Morten Nielsen']	8
2015	['Mourad E. H. Ismail', 'Ruiming Zhang']	26
2014	['Sanja Kostadinova', 'Stevan Pilipovic', 'Katerina Saneva', 'Jasson Vindas']	13
2013	['Sanja Kostadinova', 'Stevan Pilipovic', 'Katerina Saneva', 'Jasson Vindas']	17
2003	['Guy Katriel']	4
2013	['D. V. Dmitrishin', 'A. D. Khamitova']	14
2016	['Roman Veprintsev']	7
2004	['A. Brudnyi']	4
2005	['L. I. Danilov']	23
2007	['S. Favorov']	10
2007	['s. Favorov', 'A. Rashkovskii']	13
2007	['V. Britik', 'S. Favorov']	6
2011	['Chikh Bouzar', 'Mohammed Taha Khalladi']	10
2016	['Chikh Bouzar', 'Fatima Zohra Tchouar']	15
2018	"[""Marko Kosti\\' c"", 'Daniel Velinov']"	9
2017	['Luís Daniel Abreu', 'João Pereira', 'José Luis Romero']	14
2012	['Ushangi Goginava', 'Artur Sahakian']	13
2004	['Rafael G. Campos', 'Claudio Meneses']	13
2016	['Stefan Kunis', 'Ines Melzer']	13
2014	['Wlodzimierz Lenski', 'Bogdan Szal']	15
2013	['Jasson Vindas']	11
2017	['Sebnem Yildiz']	6
2017	['Sebnem Yildiz']	6
2019	['Wlodzimierz Lenski', 'Bogdan Szal']	21
2019	['Maciej Kubiak', 'Wlodzimierz Lenski', 'Boogdan Szal']	9
2008	['Yuan Xu']	19
2009	['Jeremy Wade']	31
2012	['Alexandr Bakhvalov']	14
2013	['U. Goginava', 'L. Gogoladze', 'G. Karagulyan']	16
2008	['Gerard Ascensi', 'Joaquim Bruna']	8
2009	['Hidayat M. Huseynov']	10
2014	['Michael S. Milgram', 'Larry Glasser']	11
2012	['Faton M. Berisha', 'Milan H. Filipović']	7
2016	['Muharem Avdispahić', 'Zenan Šabanac']	14
2015	['Stanislav Chaichenko']	14
2016	['Samuel G. Moreno', 'Esther M. García-Caballero']	3
2017	['Fredrik Andersson', 'Marcus Carlsson']	21
2019	['Karlheinz Gröchenig']	18
2003	['Alexander Borichev', 'Hakan Hedenmalm', 'Alexander Volberg']	40
2007	['Gunter Semmler']	26
2010	['Agota P. Horvath']	15
2016	['Alexander Olevskii', 'Alexander Ulanovskii']	11
2007	['Jean-Pierre Kahane']	20
2007	['Jean-Pierre Kahane']	17
2012	['António Caetano', 'Hans-Gerd Leopold']	28
2010	['Mukeru Safari']	14
2017	['Fedor Nazarov', 'Alexander Olevskii']	4
2002	['J. M. Aldaz', 'Juan L. Varona']	3
2005	['S. Albeverio', 'H. Gottschalk', 'J. -L. Wu']	11
2008	['Xavier Massaneda', 'Joaquim Ortega-Cerdà']	9
2010	['Fumio Hiai', 'Takashi Sano']	20
2015	['Mircea Petrache']	8
2016	['Michael Ruzhansky', 'Niyaz Tokmagambetov']	20
2008	['Myriam Ounaies']	22
2012	['Karma Dajani', 'Charlene Kalle']	19
2016	['Viktor P. Zastavnyi']	28
2012	['D. V. Dmitrishin', 'A. D. Khamitova']	9
2013	['Rafał Latała']	14
2018	['Alvise Sommariva', 'Marco Vianello']	11
2016	['Roman Veprintsev']	8
2015	['I. Blahota', 'G. Tephnadze']	15
2016	['Roman Veprintsev']	7
2016	['Roman Veprintsev']	5
2016	['Ushangi Goginava']	18
2018	['Markus Passenbrunner']	14
2018	['Paata Ivanisvili', 'Tomasz Tkocz']	6
2018	['Karen Keryan', 'Markus Passenbrunner']	14
2000	['V. Matsaev', 'I. Ostrovskii', 'M. Sodin']	32
2003	['Sandrine Grellier', 'Mohammad Kacim']	8
2004	['Aline Bonami', 'Sandrine Grellier', 'Mohammad Kacim']	15
2008	['Andrei Verona', 'Maria Elena Verona']	6
2009	['Radu Ioan Bot', 'Erno Robert Csetnek']	10
2015	['Ilgar Jabbarov']	32
2017	['Dong Dong']	20
2005	['Ciprian Demeter', 'Terence Tao', 'Christoph Thiele']	55
2009	['G. A. Karagulyan']	6
2015	['Sergo A. Episkoposian']	15
2015	['Péter Kórus']	9
2016	['Johanna Franklin', 'Timothy McNicholl', 'Jason Rute']	18
2018	['Grigori A. Karagulyan']	22
2019	['Georgios Stylogiannis']	14
2005	['Van Vu']	23
2005	['Wilhelm Schlag']	11
2008	['I-Kun Chen']	17
2009	['Violeta Petkova']	9
2011	['Holger Rauhut', 'Rachel Ward']	7
2013	['Vladimir Lebedev']	15
2011	['Richard Oberlin']	12
2016	['Jean Bourgain', 'Ciprian Demeter', 'Shaoming Guo']	35
2018	['Henry Riely']	15
2007	['M. Harmer']	5
2013	['Jean Bourgain', 'Ciprian Demeter']	26
2017	['Ahmed Fitouhi', 'Kamel Brahim', 'Neji Bettaibi']	16
2019	['Paul Bergold', 'Caroline Lasser']	20
2001	['Camil Muscalu', 'Terence Tao', 'Christoph Thiele']	13
2008	['Rishad Shahmurov']	19
2010	['Darko Mitrovic']	7
2013	['Jiyoung Han', 'Hyunsuk Kang', 'Yong-Cheol Kim', 'Seonhee Lim']	29
2013	['Omran Kouba']	12
2016	['Lax Chan', 'Uwe Grimm']	5
2016	['Jürgen Prestin', 'Viktor Savchuk', 'Andrii Shidlich']	14
2017	['Duván Cardona']	16
2017	['Xudong Lai', 'Yong Ding']	9
2017	['Changhao Chen']	8
2018	['Leonardo Colzani', 'Bianca Gariboldi', 'Giacomo Gigante']	17
2018	['Gergely Ambrus', 'Máté Matolcsi']	15
2003	['Terence Tao']	26
2007	['Daniel Oberlin']	7
2008	['Daniel M. Oberlin']	15
2008	['Daniel M. Oberlin']	16
2009	['Daniel M. Oberlin']	14
2019	['Robert Fraser', 'Kyle Hambrook']	14
2003	['L. I. Danilov']	23
2007	['S. Favorov', 'N. Girya']	16
2007	['S. Favorov']	12
2007	['S. Favorov', 'A. Rakhnin']	18
2007	['L. I. Danilov']	3
2008	['S. Yu. Favorov', 'O. I. Udododva']	9
2010	['Toka Diagana']	18
2015	['Florian Delage']	18
2015	['Sergii Yu. Favorov']	7
2008	['Alexander Rashkovskii']	6
2014	['Toka Diagana']	17
2018	['Vladimir Lebedev']	11
2018	['Marko Kostic']	26
2019	['Aleksander Simonič']	5
2010	['Jorge J. Betancor', 'Alejandro J. Castro', 'Adam Nowak']	21
2009	['Daniel Aalto']	15
2015	['Enrico Celeghini', 'Manuel Gadella', 'Mariano A. del Olmo']	10
1999	['Otmar Scherzer', 'Thomas Strohmer']	26
2011	['L. Thomas Ramsey', 'Kathryn E. Hare']	7
2017	['Yurii Kolomoitsev', 'Tetiana Lomako', 'Jürgen Prestin']	20
2018	['Stefan Kunis', 'Dominik Nagel']	18
2019	['Stefan Kunis', 'Dominik Nagel']	18
2018	['György Gát']	36
2008	['Yuan Xu', 'Oleg Tischenko']	17
2015	['Yuan Xu']	13
2016	['Daniel Pellegrino', 'Joedson Santos', 'Diana Serrano-Rodríguez', 'Eduardo V. Teixeira']	32
2016	['K. S. Kazarian']	8
2019	['Raybel García-Ancona', 'João Morais', 'R. Michael Porter']	18
2019	['Mohammed El Kassimi', 'Said Fahlaoui']	15
2006	['S. Foucart', 'Yu. Kryakin', 'A. Shadrin']	20
2008	['A. G. Babenko', 'Yu. V. Kryakin']	6
2008	['A. G. Babenko', 'Yu. Kryakin']	13
2009	['Bogdan Szal']	22
2012	['Andreas Klotz']	18
2012	['S. J. Dilworth', 'S. Gogyan', 'Denka Kutzarova']	25
2013	['A. S. Serdyuk', 'I. V. Sokolenko']	8
2013	['Andriy L. Shidlich']	16
2015	['V. N. Temlyakov']	30
2016	['G. Akishev']	15
2017	['A. G. Babenko', 'Yu. V. Kryakin']	12
2017	['Lutz Peter Klotz', 'Juan Miguel Medina']	13
2019	['A. S. Serdyuk', 'I. V. Sokolenko']	7
2009	['Victor J. W. Guo', 'Jiang Zeng']	9
2009	['Ivo Klemes']	9
2018	['Fernando Chamizo', 'Antonio Córdoba', 'Adrián Ubis']	15
2009	['Palle E. T. Jorgensen', 'Erin P. J. Pearse']	20
2018	['Daan Huybrechs', 'Arno B. J. Kuijlaars', 'Nele Lejon']	27
2018	['Franz Luef', 'Eirik Skrettingland']	24
2004	['Rostyslav O. Hryniv', 'Yaroslav V. Mykytyuk']	13
2007	['S. Thangavelu']	15
2016	['Natalia Abuzyarova']	19
2009	['Nikolai Dokuchaev']	3
2019	['Boris Solomyak']	16
2019	['Alberto Debernardi']	27
1999	['Boris Tsirelson']	11
2002	['Christopher Meaney']	8
2005	['Diego Dominici']	14
2013	['György Gát', 'Ushangi Goginava']	23
2014	['George Tephnadze']	11
2014	['George Tephnadze']	8
2014	['George Tephnadze']	15
2016	['Eduard Navas', 'Wilfredo Urbina']	36
2018	['G. Tutberidze']	8
2018	['L. -E. Persson', 'G. Tephnadze', 'P. Wall']	13
2019	['George Tephnadze', 'Giorgi Tutberidze']	8
2019	['Javier Carrillo-Alanís']	18
2018	['Gerardo A. Chacón', 'Gerardo R. Chacón']	13
2009	['Jill Pipher', 'Sergei Treil']	9
2016	['Jacek Dziubański', 'Błażej Wróbel']	8
1999	['Camil Muscalu', 'Terence Tao', 'Christoph Thiele']	28
1999	['Daniel Oberlin', 'Hart Smith', 'Christopher D. Sogge']	4
2002	['P. Mohanty', 'S. Madan']	16
2004	['Camil Muscalu', 'Jill Pipher', 'Terence Tao', 'Christoph Thiele']	13
2005	['Xiaochun Li', 'Camil Muscalu']	33
2008	['Stefano Meda', 'Maria Vallarino']	42
2012	['Krzysztof Bogdan', 'Łukasz Wojciechowski']	14
2010	['Ciprian Demeter']	10
2019	['Effie Papageorgiou']	6
2001	['Stefan Neuwirth']	7
2003	['Keith Rogers']	10
2003	['Damiano Foschi']	20
2006	['Gady Kozma', 'Ferenc Oravecz']	7
2008	['Zhihua Du']	11
2012	['Muharrem Q. Berisha', 'Faton M. Berisha']	4
2015	['El Houcein El Abdalaoui']	2
2012	['Diogo Oliveira e Silva']	46
2012	['Diogo Oliveira e Silva']	11
2013	['Andriy Bondarenko', 'Sergey Tikhonov']	30
2015	['Man Kam Kwong']	19
2015	['Árpád Baricz', 'Saminathan Ponnusamy', 'Sanjeev Singh']	6
2016	['Man Kam Kwong']	11
2017	['Ramazan Akgün']	48
2019	['J. -P. Allouche', 'S. Choi', 'A. Denise', 'T. Erdélyi', 'B. Saffari']	16
2019	['Sergei Kalmykov', 'Leonid V. Kovalev']	10
2019	['Leonid V. Kovalev', 'Xuerui Yang']	11
2003	['Joaquim Bruna', 'Alexander Olevskii', 'Alexander Ulanovskii']	14
2005	['Felix Cabello Sanchez', 'Jesus M. F. Castillo', 'Pier Luigi Papini']	22
2008	['Ágota P. Horváth']	32
2012	['Huseyin Cakalli']	15
2005	['Hatem Mejjaoli', 'Khalifa Trimèche']	22
2006	['J. A. Barcelo', 'J. M. Bennett', 'A. Carbery', 'A. Ruiz', 'M. C. Vilela']	10
2006	['William Beckner']	13
2007	['V. Yaskin']	15
2008	['Elijah Liflyand']	5
2008	['Larry Guth']	15
2009	['E. K. Narayanan', 'P. K. Ratnakumar']	7
2010	['M. Burak Erdogan', 'Daniel M. Oberlin']	11
2011	['Soumeya Hamem', 'Lotfi Kamoun']	19
2012	['Daniel Oberlin', 'Richard Oberlin']	16
2013	['William Beckner']	21
2015	['Michael Christ']	4
2016	['M. K. Vemuri']	9
2013	['Daniel Oberlin', 'Richard Oberlin']	14
2016	['Jamel El Kamel', 'Rim Jday']	13
2016	['Rim Jday', 'Jamel El Kamel']	10
2007	['L. Escauriaza', 'C. E. Kenig', 'G. Ponce', 'L. Vega']	19
2012	['Xianghong Chen']	6
2015	['Dmitry Gorbachev', 'Valery Ivanov', 'Sergey Tikhonov']	9
2015	['Jamel El Kamel', 'Rim Jday']	11
2015	['Jeff Ledford']	7
2016	['Khaled Mehrez']	9
2017	['Pastorel Gaspar']	26
2017	['Youssef El Haoui', 'Said Fahlaoui']	8
2018	['Vjekoslav Kovač', 'Diogo Oliveira e Silva']	11
2018	['Seheon Ham', 'Hyerim Ko', 'Sanghyuk Lee']	17
2019	['Yan Yang', 'Kit Ian Kou', 'Cuiming Zou']	18
2005	['Raul E. Curto', 'Lawrence A. Fialkow']	37
2006	['Raul E. Curto', 'Lawrence A. Fialkow', 'H. Michael Moeller']	32
2010	['Dennis Courtney', 'Donald Sarason']	14
2015	['Johan Karlsson', 'Anders Lindquist', 'Axel Ringh']	25
2017	['Axel Ringh', 'Johan Karlsson', 'Anders Lindquist']	31
2006	['Leonid V. Kovalev', 'Diego Maldonado', 'Jang-Mei Wu']	20
2013	['Evgeny Abakumov', 'Evgueni Doubtsov']	14
2014	['John J. F. Fournier']	10
2015	['John J. F. Fournier', 'Bradley G. Wagner']	16
2018	['Yury A. Neretin']	12
2018	['Kathryn E. Hare', 'Robert', 'Yang']	10
2003	['Jody R. Miotke', 'Laura Rebollo-Neira']	10
2006	['M. Ruzzi']	10
